,53540001_FLU,53620000_FLU,53630000_FLU,53650000_FLU,53732000_FLU,53780000_FLU,53880000_FLU,53950000_FLU
2001-12-06,4.026,4.219,4.67,5.0,4.763,8.653,48.459,74.665
2001-12-07,4.026,4.682,4.67,5.0,3.939,8.653,41.413,60.038
2001-12-08,4.026,3.376,4.409,4.635,3.715,6.675,33.56,49.584
2001-12-09,4.026,3.182,4.159,4.32,3.715,6.155,29.887,42.112
2001-12-10,4.026,3.577,4.038,3.902,3.551,5.413,26.959,38.284
2001-12-11,4.026,3.376,3.58,3.148,3.443,5.175,24.154,35.114
2001-12-12,4.026,3.182,3.691,3.148,3.551,5.175,21.476,32.553
2001-12-13,4.026,2.995,3.804,3.326,3.826,5.175,20.956,31.549
2001-12-14,4.272,4.447,3.919,3.512,3.605,5.655,19.931,31.549
2001-12-15,4.272,3.182,4.038,3.512,3.497,5.413,19.426,29.092
2001-12-16,4.272,2.995,4.159,3.512,3.443,5.175,18.432,26.712
2001-12-17,4.272,3.182,4.159,3.512,3.605,4.716,19.426,26.245
2001-12-18,4.522,3.376,4.159,3.512,3.551,4.276,18.927,24.863
2001-12-19,4.522,3.182,4.159,3.512,3.179,4.064,17.944,24.863
2001-12-20,4.522,3.376,4.159,3.512,3.076,4.064,16.509,23.066
2001-12-21,4.522,3.376,4.159,3.512,2.873,4.064,15.58,22.187
2001-12-22,4.778,2.995,3.919,3.148,2.873,3.858,15.123,21.752
2001-12-23,5.037,2.995,3.919,3.148,2.873,3.858,14.227,20.467
2001-12-24,5.037,3.182,3.919,3.148,2.725,3.46,14.227,19.627
2001-12-25,5.037,3.784,3.919,3.148,2.725,3.46,13.353,19.212
2001-12-26,5.037,3.376,3.919,3.148,2.725,3.46,13.353,18.801
2001-12-27,5.037,3.784,3.919,3.148,2.628,3.268,13.787,18.393
2001-12-28,5.037,3.376,3.919,3.148,2.725,3.268,13.787,17.988
2001-12-29,5.037,3.376,3.919,3.703,2.774,3.268,14.227,18.393
2001-12-30,5.037,3.998,3.919,3.703,3.127,3.46,16.042,20.046
2001-12-31,5.037,4.924,7.782,4.32,4.402,4.716,14.672,21.32
2002-01-01,5.037,4.447,9.712,7.549,8.118,5.903,36.103,35.114
2002-01-02,5.037,4.447,8.183,28.816,4.886,15.233,149.498,69.206
2002-01-03,5.037,4.682,24.473,40.704,10.344,12.965,293.579,270.884
2002-01-04,9.78,5.693,11.715,46.161,10.763,16.84,232.717,293.849
2002-01-05,10.444,13.434,28.621,58.336,12.689,28.207,441.611,406.488
2002-01-06,10.444,12.998,14.016,27.242,10.848,26.417,235.467,320.954
2002-01-07,10.444,12.57,11.715,23.3,15.222,33.851,213.834,257.382
2002-01-08,10.444,13.434,11.715,19.722,11.449,35.821,219.163,302.021
2002-01-09,10.444,13.434,11.715,16.116,9.443,27.605,193.053,250.71
2002-01-10,10.444,12.57,11.187,15.742,7.967,20.789,138.208,193.16
2002-01-11,10.444,12.57,11.187,15.742,8.577,18.69,133.793,198.294
2002-01-12,10.444,12.57,10.186,14.299,13.886,18.69,125.139,180.007
2002-01-13,10.444,11.739,9.712,11.971,10.933,28.814,131.608,171.069
2002-01-14,10.444,12.57,9.712,13.608,12.509,29.426,129.437,151.714
2002-01-15,30.213,12.151,14.641,22.372,19.629,48.543,181.744,201.394
2002-01-16,41.705,45.938,23.583,42.702,19.414,90.428,386.551,367.298
2002-01-17,66.264,64.962,36.021,55.923,15.909,128.475,479.975,513.224
2002-01-18,66.264,85.313,49.594,70.421,13.236,95.26,555.406,546.369
2002-01-19,65.358,78.991,54.894,91.168,12.33,68.643,600.138,723.873
2002-01-20,65.358,77.761,51.088,82.885,9.686,37.835,368.871,456.147
2002-01-21,70.882,94.642,51.088,80.888,9.93,23.537,234.09,337.805
2002-01-22,100.592,108.959,58.801,80.888,9.605,26.417,205.94,255.152
2002-01-23,128.388,137.738,78.042,99.928,7.669,19.206,209.872,241.899
2002-01-24,154.962,197.417,110.071,155.568,6.524,14.077,156.443,194.184
2002-01-25,154.962,205.122,132.928,242.595,5.846,11.55,138.208,158.408
2002-01-26,153.039,205.122,135.086,246.163,5.518,10.872,140.437,153.618
2002-01-27,153.039,205.122,134.005,242.595,5.262,9.574,171.924,171.069
2002-01-28,113.562,168.699,130.784,235.564,5.01,8.653,170.712,185.033
2002-01-29,61.795,76.542,72.826,176.937,4.763,8.355,164.706,177.013
2002-01-30,43.916,60.637,44.548,76.022,4.521,7.215,158.786,170.085
2002-01-31,42.436,45.042,36.021,51.278,4.285,6.675,141.557,165.189
2002-02-01,24.285,29.924,32.0,39.404,4.168,6.675,86.384,123.745
2002-02-02,10.781,10.554,26.749,36.879,4.168,6.155,68.815,96.504
2002-02-03,24.285,11.739,14.016,20.15,4.521,6.413,59.852,76.054
2002-02-04,40.98,45.042,15.723,13.608,5.648,6.675,57.496,71.916
2002-02-05,40.98,45.042,35.0,37.5,16.608,118.74,219.163,153.618
2002-02-06,40.98,49.627,38.093,66.828,17.524,194.309,576.279,540.44
2002-02-07,40.98,44.156,35.509,55.923,13.699,159.458,748.585,806.584
2002-02-08,40.98,45.042,33.488,50.527,12.419,104.205,446.335,586.755
2002-02-09,40.98,45.042,32.99,46.161,8.967,49.294,263.682,352.457
2002-02-10,40.98,45.042,32.99,49.045,7.016,23.537,179.268,226.713
2002-02-11,42.436,45.042,32.99,42.03,8.967,16.84,163.514,207.637
2002-02-12,53.306,45.042,33.99,42.03,6.874,21.872,161.143,188.068
2002-02-13,76.621,81.486,40.206,43.381,6.046,13.702,130.52,161.303
2002-02-14,97.289,121.265,58.801,49.783,5.518,11.55,113.624,140.066
2002-02-15,109.899,134.345,86.116,120.172,5.389,10.54,96.725,120.408
2002-02-16,71.824,87.921,78.924,138.551,5.262,9.891,94.81,105.824
2002-02-17,58.327,70.614,56.444,94.397,4.948,9.262,111.579,113.838
2002-02-18,36.758,38.238,44.548,59.98,4.763,8.355,126.208,132.24
2002-02-19,36.758,38.238,28.621,40.704,4.641,7.775,101.581,122.908
2002-02-20,36.758,38.238,28.621,33.862,4.641,7.493,83.646,104.248
2002-02-21,24.285,10.941,27.213,29.896,4.053,6.943,72.199,88.989
2002-02-22,10.781,10.554,12.826,17.665,3.826,6.413,57.496,78.862
2002-02-23,10.781,10.941,8.814,12.938,3.715,6.155,52.148,71.916
2002-02-24,10.781,10.175,8.814,8.541,3.66,5.903,49.188,67.866
2002-02-25,11.122,12.151,8.6,8.541,3.551,5.655,40.733,60.038
2002-02-26,11.122,10.175,8.389,8.286,3.66,5.655,32.935,55.641
2002-02-27,11.122,9.804,8.6,8.286,3.551,5.655,29.887,50.178
2002-02-28,10.11,10.175,8.389,8.036,3.605,5.413,28.701,48.404
2002-03-01,10.11,10.175,8.389,7.79,3.715,5.413,28.115,46.655
2002-03-02,10.11,10.175,8.183,7.79,3.715,5.655,26.959,45.503
2002-03-03,9.78,9.804,8.183,8.036,3.715,5.903,26.959,44.931
2002-03-04,9.78,9.804,8.183,8.036,5.262,7.215,28.115,46.655
2002-03-05,10.11,10.175,8.183,8.036,6.945,12.965,55.178,60.038
2002-03-06,10.11,10.175,8.183,8.036,8.732,14.457,36.75,68.535
2002-03-07,10.11,10.175,8.389,8.036,5.518,16.431,40.733,60.038
2002-03-08,9.78,9.804,8.183,8.036,4.641,14.842,50.66,65.216
2002-03-09,9.78,9.804,7.981,8.541,5.01,9.574,48.459,67.866
2002-03-10,10.11,10.554,8.183,8.036,5.78,8.063,42.097,61.317
2002-03-11,10.444,10.175,8.389,8.036,5.135,9.262,40.733,58.769
2002-03-12,10.11,10.175,9.255,8.036,6.046,9.574,40.733,62.607
2002-03-13,10.11,10.175,8.6,8.286,6.046,10.54,43.48,65.216
2002-03-14,9.78,9.804,8.6,7.79,5.518,10.54,44.178,63.906
2002-03-15,9.454,9.442,8.6,7.79,4.521,10.213,48.459,63.906
2002-03-16,9.131,9.087,8.183,7.549,4.168,8.653,44.178,61.317
2002-03-17,9.131,9.087,7.981,7.549,4.053,7.775,40.058,56.262
2002-03-18,9.131,9.442,7.981,7.549,3.939,6.943,36.75,52.579
2002-03-19,9.78,9.804,8.183,7.79,3.883,6.675,34.822,50.178
2002-03-20,9.78,9.804,8.183,8.286,3.715,6.155,34.188,48.993
2002-03-21,9.131,8.74,7.981,7.549,3.715,6.155,31.702,47.819
2002-03-22,9.131,9.442,7.208,7.79,3.715,5.655,29.887,43.795
2002-03-23,9.78,9.804,7.587,7.79,5.262,5.655,29.291,42.112
2002-03-24,9.78,9.804,8.183,7.79,4.462,9.262,34.188,44.362
2002-03-25,9.78,9.804,8.389,7.79,3.66,6.413,31.702,45.503
2002-03-26,9.78,9.804,8.814,8.036,3.605,5.655,35.46,44.931
2002-03-27,9.78,9.804,8.814,8.036,3.551,5.655,32.316,46.078
2002-03-28,9.78,9.804,7.981,7.549,3.605,5.413,29.887,42.671
2002-03-29,10.11,10.175,7.981,7.549,3.443,5.655,28.701,39.908
2002-03-30,10.11,10.175,8.183,8.286,3.66,5.655,28.115,39.908
2002-03-31,10.11,10.175,8.183,8.286,3.939,5.655,26.959,40.455
2002-04-01,10.11,10.175,8.389,8.286,4.285,6.155,32.935,43.795
2002-04-02,11.122,10.554,8.183,8.036,3.996,6.675,33.56,45.503
2002-04-03,11.122,9.804,8.183,8.286,3.771,6.413,30.487,45.503
2002-04-04,11.122,9.804,8.183,7.79,3.66,6.155,31.092,44.362
2002-04-05,12.204,10.175,8.183,7.79,5.389,6.155,33.56,45.503
2002-04-06,16.098,10.941,8.183,7.549,4.226,7.215,35.46,51.975
2002-04-07,13.444,14.333,9.032,7.549,3.996,7.493,32.316,48.993
2002-04-08,9.78,14.333,11.448,8.8,3.66,6.675,31.702,47.236
2002-04-09,10.444,10.175,10.186,11.048,3.551,6.413,32.935,45.503
2002-04-10,10.444,9.442,8.183,10.457,3.551,5.903,31.092,43.231
2002-04-11,10.444,9.804,7.981,7.549,3.283,5.655,31.702,41.004
2002-04-12,10.444,10.175,7.981,7.549,3.389,5.413,33.56,42.671
2002-04-13,10.444,9.442,7.782,7.79,3.336,5.175,30.487,42.112
2002-04-14,10.444,8.74,7.782,7.549,3.179,5.175,28.115,39.908
2002-04-15,13.444,9.442,7.208,7.79,2.974,4.943,27.535,38.822
2002-04-16,11.122,11.739,8.183,7.549,3.025,4.943,25.261,36.686
2002-04-17,11.815,12.151,9.032,7.08,3.076,4.943,24.154,36.159
2002-04-18,11.122,10.554,8.183,6.629,3.231,4.943,24.154,34.596
2002-04-19,11.815,12.57,8.814,7.79,3.605,5.175,24.154,34.596
2002-04-20,11.815,10.554,8.183,7.549,4.053,5.903,24.154,34.081
2002-04-21,11.467,8.74,7.981,7.08,3.996,6.155,25.822,37.216
2002-04-22,11.467,9.087,7.208,7.312,4.226,6.413,28.115,40.455
2002-04-23,11.122,10.175,7.587,7.312,6.046,7.215,30.487,44.362
2002-04-24,11.122,10.175,7.208,7.312,6.524,7.775,32.935,55.024
2002-04-25,11.122,9.804,8.183,7.549,6.249,9.262,33.56,54.409
2002-04-26,11.122,9.442,8.183,7.549,7.231,9.891,33.56,53.187
2002-04-27,11.122,9.442,7.981,8.036,5.518,10.872,35.46,51.373
2002-04-28,11.122,9.804,7.981,7.79,4.763,9.574,38.06,55.024
2002-04-29,11.122,9.442,7.981,7.549,4.11,8.063,40.733,51.975
2002-04-30,11.122,9.442,7.981,8.286,3.771,7.215,36.103,50.178
2002-05-01,11.122,9.442,7.981,8.036,3.715,6.155,31.702,45.503
2002-05-02,11.122,9.804,7.981,7.549,3.605,5.903,29.291,40.455
2002-05-03,11.122,9.442,7.981,6.629,3.497,6.155,26.959,38.284
2002-05-04,11.122,9.442,7.981,6.629,3.389,5.655,25.822,35.635
2002-05-05,11.122,9.804,7.981,7.08,3.497,5.655,25.261,34.596
2002-05-06,11.122,9.442,7.981,7.08,3.497,5.175,24.154,33.568
2002-05-07,11.122,9.442,7.981,7.312,3.283,5.175,23.609,32.553
2002-05-08,11.122,9.442,7.981,7.312,3.283,5.175,23.609,32.553
2002-05-09,11.122,9.442,7.981,7.549,3.179,5.175,23.609,34.081
2002-05-10,11.122,9.442,7.782,7.549,3.283,5.175,23.609,33.568
2002-05-11,11.122,9.442,7.587,7.549,3.179,4.943,23.068,34.081
2002-05-12,11.122,13.434,8.389,7.549,5.78,5.175,25.822,42.112
2002-05-13,11.122,11.739,10.186,7.549,8.27,7.215,26.959,58.769
2002-05-14,11.122,9.804,9.712,9.607,8.732,12.248,29.291,57.51
2002-05-15,11.122,9.442,7.981,10.169,6.945,14.842,40.058,58.138
2002-05-16,11.122,9.442,7.782,9.334,5.389,12.248,41.413,57.51
2002-05-17,11.122,9.442,7.782,8.541,4.763,10.872,42.097,56.262
2002-05-18,11.122,9.087,7.981,8.036,4.168,8.955,39.387,53.796
2002-05-19,11.122,9.442,7.981,7.549,3.996,7.775,35.46,47.819
2002-05-20,11.122,10.941,8.389,7.312,3.826,6.675,32.316,43.231
2002-05-21,11.122,12.151,9.032,7.549,3.715,6.155,29.291,40.455
2002-05-22,11.122,12.151,9.032,8.036,3.605,6.155,26.959,38.284
2002-05-23,11.122,12.151,9.032,8.541,3.771,5.655,31.092,38.822
2002-05-24,11.122,10.941,9.032,8.036,4.11,5.903,30.487,42.671
2002-05-25,11.122,10.175,9.032,7.549,3.883,6.155,25.822,37.216
2002-05-26,11.122,10.175,8.6,8.541,3.771,6.155,25.822,33.568
2002-05-27,11.122,9.804,7.981,8.541,3.715,5.903,25.261,33.568
2002-05-28,11.122,9.442,7.981,8.036,3.715,5.655,25.822,32.553
2002-05-29,11.122,9.442,7.782,7.549,3.551,5.655,25.822,32.553
2002-05-30,11.122,9.442,7.782,7.312,3.497,5.655,25.261,32.553
2002-05-31,11.122,9.442,7.782,7.312,3.389,5.655,24.154,32.553
2002-06-01,11.122,9.442,7.587,7.312,3.336,5.655,24.154,32.049
2002-06-02,11.122,10.941,7.782,7.549,3.336,5.413,24.154,32.049
2002-06-03,11.122,10.941,8.389,7.549,3.336,5.413,25.822,32.553
2002-06-04,11.122,9.442,8.389,8.8,3.497,5.413,25.261,32.553
2002-06-05,11.122,9.442,7.981,9.065,4.581,5.655,24.154,32.553
2002-06-06,11.122,9.442,7.981,8.036,3.771,6.413,24.154,32.553
2002-06-07,11.122,9.087,7.587,7.549,3.826,6.155,26.959,32.553
2002-06-08,11.122,9.442,7.587,7.549,4.053,6.413,28.115,32.553
2002-06-09,11.122,10.941,7.981,7.549,4.343,6.943,28.115,34.596
2002-06-10,11.122,11.336,8.6,7.549,4.053,7.215,28.115,39.364
2002-06-11,11.122,10.941,8.6,7.549,3.826,7.215,28.115,38.822
2002-06-12,11.122,9.804,9.255,8.286,3.66,6.675,28.701,36.686
2002-06-13,11.122,9.442,7.981,7.79,3.551,6.155,28.701,35.635
2002-06-14,10.444,9.087,7.981,7.08,3.551,5.903,28.701,35.635
2002-06-15,10.444,8.74,7.981,7.08,3.497,5.903,27.535,35.635
2002-06-16,10.444,8.74,7.981,7.08,3.497,5.655,26.959,37.216
2002-06-17,10.444,9.442,7.208,7.08,4.285,5.655,25.822,39.908
2002-06-18,10.444,9.442,7.208,7.549,4.886,6.155,26.959,40.455
2002-06-19,10.444,9.442,7.208,9.065,9.125,8.355,27.535,47.819
2002-06-20,10.444,9.087,7.396,8.036,12.689,12.248,28.115,60.676
2002-06-21,10.11,9.442,7.782,8.036,8.194,17.673,31.702,55.641
2002-06-22,9.78,10.175,8.183,7.79,7.304,15.233,36.103,55.024
2002-06-23,9.78,10.175,7.981,7.549,6.733,15.233,46.298,57.51
2002-06-24,9.454,9.804,7.981,7.312,5.518,12.604,44.178,56.884
2002-06-25,9.131,9.442,7.981,8.036,5.648,10.54,42.786,56.262
2002-06-26,8.498,8.401,7.981,8.036,6.317,10.213,42.786,60.038
2002-06-27,6.692,6.821,6.668,8.036,11.276,10.872,41.413,63.906
2002-06-28,5.571,6.242,5.525,7.312,7.159,13.702,39.387,60.676
2002-06-29,5.571,5.173,4.805,6.629,4.886,12.248,38.06,55.024
2002-06-30,5.571,4.219,4.409,5.382,4.641,10.872,41.413,53.796
2002-07-01,5.571,4.682,4.538,4.635,4.763,9.574,39.387,51.975
2002-07-02,5.845,5.43,3.919,4.635,4.886,8.955,35.46,48.404
2002-07-03,5.845,4.447,3.472,4.32,7.159,8.955,32.935,47.819
2002-07-04,5.845,5.43,4.805,4.635,12.509,10.872,34.188,53.796
2002-07-05,5.845,5.693,4.943,5.78,10.26,19.729,34.188,58.769
2002-07-06,5.845,4.924,4.943,5.382,10.763,18.178,35.46,55.024
2002-07-07,5.845,4.682,5.228,5.382,7.449,18.69,47.734,58.138
2002-07-08,5.845,4.447,4.943,5.382,6.524,16.027,47.734,63.255
2002-07-09,6.123,4.219,4.67,4.635,5.912,12.248,44.88,58.138
2002-07-10,6.123,4.447,4.67,4.32,5.262,10.54,42.786,55.024
2002-07-11,6.123,4.219,4.538,4.635,5.01,9.574,37.403,50.178
2002-07-12,6.123,4.219,4.538,4.816,4.886,8.955,32.935,49.584
2002-07-13,6.123,4.219,4.538,4.816,5.01,8.355,30.487,41.557
2002-07-14,6.123,4.682,4.538,5.0,4.824,8.063,28.115,38.284
2002-07-15,6.123,4.219,4.67,4.816,4.581,7.775,27.535,37.216
2002-07-16,6.123,4.447,4.282,4.32,4.402,7.493,26.959,36.686
2002-07-17,6.123,4.447,4.409,4.32,4.285,8.355,25.822,35.635
2002-07-18,6.123,4.447,4.67,4.32,4.285,7.775,25.261,36.159
2002-07-19,6.123,4.447,4.805,4.32,4.168,7.215,25.822,38.822
2002-07-20,6.123,4.447,5.084,4.635,4.053,7.215,24.705,42.671
2002-07-21,6.123,4.219,4.805,4.635,3.826,6.675,23.609,48.993
2002-07-22,6.123,4.219,5.084,4.816,7.159,7.775,25.822,54.409
2002-07-23,6.123,4.219,4.67,4.107,7.016,10.872,25.822,52.579
2002-07-24,6.123,3.998,4.282,3.902,5.01,10.54,29.887,60.676
2002-07-25,6.123,3.784,4.67,3.902,4.886,9.891,41.413,57.51
2002-07-26,6.123,3.577,4.409,4.459,4.763,9.262,37.403,58.769
2002-07-27,6.123,3.577,3.919,4.635,4.641,8.653,32.316,67.2
2002-07-28,6.123,3.376,3.919,4.32,4.285,7.775,29.291,76.054
2002-07-29,6.123,2.641,4.67,4.32,4.168,8.063,28.115,88.989
2002-07-30,6.123,2.995,3.919,4.32,7.449,7.215,155.276,194.184
2002-07-31,6.123,3.577,3.264,4.32,6.181,11.209,53.655,161.303
2002-08-01,5.845,4.924,4.038,4.635,6.181,12.248,43.48,87.514
2002-08-02,5.845,4.924,4.038,4.635,5.262,11.55,38.06,67.866
2002-08-03,5.845,3.182,4.538,4.459,4.702,9.891,39.387,56.884
2002-08-04,5.571,2.995,4.538,4.32,4.462,9.262,36.103,52.579
2002-08-05,5.571,2.995,4.538,4.32,4.285,8.063,32.316,47.819
2002-08-06,5.571,3.182,3.919,4.107,4.11,7.493,29.887,43.231
2002-08-07,5.571,4.682,3.472,3.902,4.402,7.215,26.959,40.455
2002-08-08,5.302,4.924,4.038,3.902,4.343,6.943,25.261,37.748
2002-08-09,5.037,3.376,4.67,3.902,4.285,6.943,24.154,36.159
2002-08-10,5.037,3.376,4.538,4.32,5.135,6.675,26.388,38.822
2002-08-11,5.037,3.376,4.159,4.32,4.824,8.355,25.822,42.112
2002-08-12,4.522,3.182,4.409,4.32,4.641,7.493,23.609,38.822
2002-08-13,4.522,4.447,4.159,4.32,4.285,7.215,24.705,36.686
2002-08-14,4.522,3.376,3.691,4.459,4.053,7.215,27.535,37.748
2002-08-15,4.522,3.376,4.409,4.635,4.053,6.675,26.959,39.364
2002-08-16,4.522,3.376,4.538,4.816,4.168,6.943,25.822,37.748
2002-08-17,4.522,4.447,4.538,4.635,4.402,6.675,24.154,37.748
2002-08-18,4.522,2.995,4.282,4.32,5.648,7.775,25.822,41.004
2002-08-19,4.522,2.995,3.691,4.635,5.454,8.653,26.959,43.795
2002-08-20,4.522,2.995,3.472,4.816,5.135,8.653,28.115,43.231
2002-08-21,4.522,3.182,3.264,5.0,6.524,8.955,29.887,46.078
2002-08-22,4.522,3.376,4.409,4.816,8.81,11.55,38.06,58.138
2002-08-23,4.522,4.447,4.67,5.0,7.016,15.233,37.403,61.317
2002-08-24,4.522,4.447,4.538,5.0,6.181,13.331,35.46,55.641
2002-08-25,4.522,4.447,4.538,4.635,5.78,12.248,36.103,58.769
2002-08-26,4.522,3.376,4.282,4.635,5.583,11.55,43.48,60.038
2002-08-27,4.522,3.376,3.472,4.459,5.518,10.213,43.48,58.769
2002-08-28,4.522,3.182,3.472,4.107,5.912,9.891,43.48,62.607
2002-08-29,4.522,3.182,4.538,3.703,5.518,9.574,44.178,68.535
2002-08-30,4.522,2.995,3.472,3.902,5.135,9.262,35.46,58.769
2002-08-31,4.522,2.995,3.691,3.512,4.824,8.653,34.188,51.373
2002-09-01,4.522,2.995,3.691,3.512,4.641,7.775,32.935,45.503
2002-09-02,4.522,2.815,4.159,2.976,4.402,7.775,31.702,43.795
2002-09-03,4.522,3.182,3.691,3.148,4.763,7.215,29.887,42.112
2002-09-04,4.522,4.682,3.804,3.512,5.198,7.493,28.115,42.112
2002-09-05,4.522,3.376,4.67,3.512,5.518,8.653,28.701,46.078
2002-09-06,4.522,2.995,4.67,3.902,5.912,9.891,44.88,57.51
2002-09-07,4.522,3.182,4.67,4.107,7.304,8.955,38.06,63.906
2002-09-08,4.522,3.376,4.805,4.459,5.325,8.955,36.75,58.138
2002-09-09,4.778,3.376,4.538,4.459,4.763,7.775,39.387,52.579
2002-09-10,5.037,3.376,4.67,5.579,4.763,8.653,50.66,55.024
2002-09-11,5.037,3.182,5.228,4.635,4.886,8.063,44.88,55.024
2002-09-12,5.037,2.995,4.67,4.32,7.159,7.215,49.188,54.409
2002-09-13,5.037,2.815,3.264,3.512,5.912,7.775,44.88,62.607
2002-09-14,5.037,3.182,2.876,2.976,5.325,9.262,40.733,52.579
2002-09-15,5.037,2.995,2.876,2.651,4.641,8.653,39.387,51.373
2002-09-16,5.037,2.995,3.065,2.651,4.343,7.775,39.387,48.404
2002-09-17,5.037,2.995,3.367,2.81,4.11,7.215,36.75,44.362
2002-09-18,5.037,2.815,3.58,3.512,4.053,6.155,29.887,42.112
2002-09-19,5.037,3.182,4.409,3.902,3.939,6.155,28.701,44.931
2002-09-20,4.778,3.182,4.67,4.32,4.521,6.413,30.487,42.671
2002-09-21,4.522,2.995,4.538,4.107,4.521,7.493,29.291,41.557
2002-09-22,4.522,3.376,4.538,4.107,4.285,6.675,25.822,38.822
2002-09-23,4.522,3.182,4.538,4.32,4.053,6.413,28.115,35.635
2002-09-24,4.522,4.219,3.919,4.107,3.996,6.155,31.702,37.748
2002-09-25,4.522,3.784,7.208,4.32,6.593,6.155,29.291,38.822
2002-09-26,4.522,3.784,6.494,11.351,10.933,10.213,35.46,50.178
2002-09-27,4.522,3.577,4.159,7.312,7.159,16.84,32.935,65.216
2002-09-28,4.522,3.376,4.67,6.196,6.181,13.702,44.88,58.769
2002-09-29,4.522,3.376,4.038,5.78,10.095,13.331,74.78,136.566
2002-09-30,4.522,3.376,4.038,5.382,8.043,19.729,54.414,109.803
2002-10-01,4.522,3.376,3.919,4.459,6.317,15.233,50.66,75.358
2002-10-02,4.522,3.376,3.472,3.512,6.046,11.55,47.734,63.255
2002-10-03,4.522,3.376,4.282,4.107,5.648,9.262,43.48,58.769
2002-10-04,4.522,3.784,3.919,3.902,5.389,8.355,38.06,51.373
2002-10-05,5.037,3.577,3.919,3.703,4.886,7.493,32.935,42.112
2002-10-06,5.037,3.182,3.919,3.512,4.763,6.943,29.291,39.908
2002-10-07,5.037,3.376,4.282,3.902,4.521,6.675,26.959,37.216
2002-10-08,5.302,3.577,3.367,3.703,4.168,6.675,25.822,35.114
2002-10-09,5.302,3.784,3.163,3.148,3.939,6.675,24.705,33.059
2002-10-10,5.302,3.577,4.159,2.81,3.605,6.155,23.609,31.549
2002-10-11,5.571,3.577,3.919,3.148,3.826,6.155,23.068,30.557
2002-10-12,5.571,3.784,4.159,3.512,3.771,5.903,22.532,29.577
2002-10-13,5.571,3.577,3.919,3.703,3.715,5.655,20.441,28.61
2002-10-14,5.571,3.577,3.804,3.902,3.605,5.413,20.441,27.181
2002-10-15,5.571,3.577,3.58,3.148,3.497,5.413,19.931,26.712
2002-10-16,5.571,3.376,3.58,2.976,3.497,5.175,19.426,26.712
2002-10-17,5.571,2.995,4.67,2.976,3.551,5.175,18.927,26.712
2002-10-18,5.571,3.577,4.805,4.32,3.551,4.943,18.927,26.712
2002-10-19,5.571,3.577,4.67,4.32,3.605,4.943,19.426,26.712
2002-10-20,5.845,3.577,4.67,3.902,3.66,5.175,18.432,26.712
2002-10-21,5.845,2.995,4.159,3.902,3.715,5.413,18.432,26.245
2002-10-22,5.845,2.995,3.804,3.512,3.605,5.413,17.944,26.245
2002-10-23,5.845,3.182,3.472,2.81,3.497,5.175,17.944,25.781
2002-10-24,5.845,2.815,3.804,2.81,3.66,4.943,18.432,27.181
2002-10-25,5.845,2.815,4.282,3.512,6.663,4.943,18.927,27.181
2002-10-26,5.845,2.995,4.67,3.703,6.317,5.655,17.944,26.712
2002-10-27,5.845,2.995,4.409,3.512,3.939,6.943,17.46,24.863
2002-10-28,5.845,2.995,4.038,3.703,3.497,5.175,16.509,23.958
2002-10-29,5.845,3.376,3.472,3.703,3.389,4.943,18.432,23.066
2002-10-30,5.845,3.182,3.163,2.81,3.179,4.716,18.432,23.958
2002-10-31,5.845,3.376,3.264,2.35,3.231,4.716,17.46,23.958
2002-11-01,5.845,5.173,7.208,4.635,3.283,5.175,16.982,23.066
2002-11-02,5.845,4.682,7.981,5.986,4.053,5.175,17.46,23.958
2002-11-03,5.845,3.784,7.208,6.629,8.423,5.413,19.426,24.863
2002-11-04,5.845,3.784,5.525,6.629,5.912,9.891,22.532,27.654
2002-11-05,5.845,3.784,4.409,5.579,10.012,8.063,29.291,32.553
2002-11-06,5.571,6.242,5.228,4.816,6.046,16.84,34.188,36.686
2002-11-07,5.571,4.682,14.641,5.382,6.593,14.077,46.298,48.404
2002-11-08,5.571,5.43,9.481,5.78,11.449,17.673,43.48,46.655
2002-11-09,5.571,5.964,7.396,13.951,6.181,13.331,50.66,52.579
2002-11-10,5.571,3.784,5.835,8.286,5.135,9.891,54.414,61.317
2002-11-11,5.571,3.784,4.805,5.78,4.702,8.955,52.899,65.216
2002-11-12,5.302,3.577,3.919,5.0,4.402,8.355,46.298,55.024
2002-11-13,5.302,3.182,3.919,4.459,4.168,7.215,39.387,44.931
2002-11-14,5.302,3.182,3.919,4.107,3.826,6.155,32.935,39.364
2002-11-15,5.302,3.784,3.919,3.703,3.605,5.903,29.291,33.568
2002-11-16,5.302,3.376,3.691,3.512,3.826,6.155,25.261,31.051
2002-11-17,5.302,3.376,3.804,3.512,3.66,6.155,23.068,28.61
2002-11-18,5.302,3.376,3.691,3.512,3.497,5.655,21.476,26.245
2002-11-19,5.302,3.577,3.58,3.148,3.497,5.175,21.476,24.863
2002-11-20,5.302,3.577,3.691,2.81,3.389,5.175,20.441,24.863
2002-11-21,5.302,3.577,4.538,2.81,3.389,4.943,19.426,23.958
2002-11-22,5.302,3.577,4.159,3.148,3.283,4.716,18.432,23.066
2002-11-23,5.302,3.784,3.919,4.32,3.179,4.716,17.944,22.187
2002-11-24,5.302,3.577,4.159,4.459,3.076,4.716,17.46,21.752
2002-11-25,5.302,3.376,4.67,3.902,3.076,4.716,16.982,21.32
2002-11-26,5.571,3.376,3.919,3.512,3.076,4.716,16.509,20.467
2002-11-27,5.571,3.577,3.691,3.512,2.974,4.276,16.509,20.467
