,A19086,D19086
2006-04-05,323.0,421.0
2006-04-06,331.0,373.0
2006-04-07,564.0,376.0
2006-04-08,350.0,350.0
2006-04-09,308.0,357.0
2006-04-10,500.0,402.0
2006-04-11,268.0,414.0
2006-04-12,333.0,424.0
2006-04-13,233.0,358.0
2006-04-14,205.0,305.0
2006-04-15,217.0,342.0
2006-04-16,420.0,337.0
2006-04-17,352.0,310.0
2006-04-18,274.0,232.0
2006-04-19,181.0,264.0
2006-04-20,555.0,264.0
2006-04-21,177.0,260.0
2006-04-22,252.0,252.0
2006-04-23,210.0,252.0
2006-04-24,149.0,232.0
2006-04-25,149.0,232.0
2006-04-26,137.0,220.0
2006-04-27,174.0,216.0
2006-04-28,190.0,232.0
2006-04-29,127.0,210.0
2006-04-30,129.0,212.0
2006-05-01,147.0,189.0
2006-05-02,106.0,189.0
2006-05-03,106.0,189.0
2006-05-04,98.0,181.0
2006-05-05,143.0,185.0
2006-05-06,98.0,181.0
2006-05-07,64.0,189.0
2006-05-08,147.0,189.0
2006-05-09,98.0,181.0
2006-05-10,140.0,182.0
2006-05-11,56.0,181.0
2006-05-12,96.0,179.0
2006-05-13,109.0,151.0
2006-05-14,154.0,154.0
2006-05-15,72.0,155.0
2006-05-16,116.0,158.0
2006-05-17,120.0,162.0
2006-05-18,117.0,159.0
2006-05-19,37.0,162.0
2006-05-20,245.0,162.0
2006-05-21,83.0,166.0
2006-05-22,123.0,165.0
2006-05-23,122.0,164.0
2006-05-24,91.0,174.0
2006-05-25,91.0,174.0
2006-05-26,129.0,171.0
2006-05-27,91.0,174.0
2006-05-28,133.0,175.0
2006-05-29,50.0,175.0
2006-05-30,133.0,175.0
2006-05-31,87.0,170.0
2006-06-01,91.0,174.0
2006-06-02,91.0,174.0
2006-06-03,127.0,169.0
2006-06-04,165.0,0.0
2006-06-05,109.0,151.0
2006-06-06,80.0,163.0
2006-06-07,80.0,163.0
2006-06-08,80.0,163.0
2006-06-09,72.0,155.0
2006-06-10,72.0,155.0
2006-06-11,155.0,155.0
2006-06-12,0.0,221.0
2006-06-13,72.0,155.0
2006-06-14,72.0,155.0
2006-06-15,106.0,148.0
2006-06-16,70.0,153.0
2006-06-17,72.0,155.0
2006-06-18,113.0,155.0
2006-06-19,69.0,152.0
2006-06-20,74.0,157.0
2006-06-21,28.0,153.0
2006-06-22,74.0,155.0
2006-06-23,111.0,152.0
2006-06-24,75.0,156.0
2006-06-25,67.0,148.0
2006-06-26,116.0,156.0
2006-06-27,33.0,155.0
2006-06-28,75.0,156.0
2006-06-29,115.0,156.0
2006-06-30,34.0,156.0
2006-07-01,115.0,155.0
2006-07-02,70.0,151.0
2006-07-03,197.0,156.0
2006-07-04,112.0,153.0
2006-07-05,75.0,156.0
2006-07-06,75.0,156.0
2006-07-07,156.0,156.0
2006-07-08,75.0,156.0
2006-07-09,75.0,156.0
2006-07-10,157.0,157.0
2006-07-11,31.0,153.0
2006-07-12,75.0,156.0
2006-07-13,34.0,156.0
2006-07-14,75.0,156.0
2006-07-15,76.0,157.0
2006-07-16,75.0,156.0
2006-07-17,76.0,157.0
2006-07-18,76.0,157.0
2006-07-19,35.0,157.0
2006-07-20,177.0,157.0
2006-07-21,35.0,157.0
2006-07-22,75.0,156.0
2006-07-23,35.0,157.0
2006-07-24,76.0,157.0
2006-07-25,76.0,157.0
2006-07-26,35.0,157.0
2006-07-27,35.0,157.0
2006-07-28,76.0,157.0
2006-07-29,149.0,149.0
2006-07-30,18.0,140.0
2006-07-31,11.0,133.0
2006-08-01,52.0,133.0
2006-08-02,141.0,141.0
2006-08-03,-26.0,136.0
2006-08-04,60.0,141.0
2006-08-05,60.0,141.0
2006-08-06,133.0,133.0
2006-08-07,-29.0,133.0
2006-08-08,95.0,136.0
2006-08-09,13.0,135.0
2006-08-10,133.0,133.0
2006-08-11,11.0,133.0
2006-08-12,57.0,141.0
2006-08-13,46.0,133.0
2006-08-14,3.0,133.0
2006-08-15,90.0,133.0
2006-08-16,55.0,142.0
2006-08-17,92.0,135.0
2006-08-18,3.0,133.0
2006-08-19,46.0,133.0
2006-08-20,90.0,133.0
2006-08-21,-39.0,134.0
2006-08-22,99.0,142.0
2006-08-23,49.0,136.0
2006-08-24,-39.0,134.0
2006-08-25,47.0,134.0
2006-08-26,47.0,134.0
2006-08-27,134.0,134.0
2006-08-28,-39.0,134.0
2006-08-29,47.0,134.0
2006-08-30,91.0,134.0
2006-08-31,91.0,134.0
2006-09-01,4.0,134.0
2006-09-02,91.0,134.0
2006-09-03,48.0,135.0
2006-09-04,5.0,135.0
2006-09-05,48.0,135.0
2006-09-06,5.0,135.0
2006-09-07,48.0,135.0
2006-09-08,48.0,135.0
2006-09-09,135.0,135.0
2006-09-10,92.0,135.0
2006-09-11,135.0,135.0
2006-09-12,48.0,135.0
2006-09-13,5.0,135.0
2006-09-14,53.0,140.0
2006-09-15,56.0,143.0
2006-09-16,,
2006-09-17,,
2006-09-18,54.0,140.0
2006-09-19,95.0,138.0
2006-09-20,6.02,136.0
2006-09-21,48.43,135.0
2006-09-22,135.0,135.0
2006-09-23,6.14,136.0
2006-09-24,5.14,135.0
2006-09-25,136.0,136.0
2006-09-26,53.43,140.0
2006-09-27,14.14,144.0
2006-09-28,100.71,144.0
2006-09-29,144.0,144.0
2006-09-30,143.0,143.0
2006-10-01,187.403,144.0
2006-10-02,101.597,145.0
2006-10-03,58.0,144.0
2006-10-04,66.0,153.0
2006-10-05,153.0,153.0
2006-10-06,-20.0,153.0
2006-10-07,103.0,146.0
2006-10-08,114.0,154.0
2006-10-09,64.0,143.0
2006-10-10,114.0,154.0
2006-10-11,112.0,152.0
2006-10-12,153.0,153.0
2006-10-13,194.0,154.0
2006-10-14,154.0,154.0
2006-10-15,114.418,154.0
2006-10-16,272.634,154.0
2006-10-17,240.052,161.0
2006-10-18,162.0,162.0
2006-10-19,82.948,162.0
2006-10-20,82.948,162.0
2006-10-21,122.418,162.0
2006-10-22,280.634,162.0
2006-10-23,236.05,157.0
2006-10-24,81.95,161.0
2006-10-25,241.05,162.0
2006-10-26,87.95,167.0
2006-10-27,83.95,163.0
2006-10-28,83.95,163.0
2006-10-29,82.95,162.0
2006-10-30,198.47,159.0
2006-10-31,247.17,168.0
2006-11-01,61.37,180.0
2006-11-02,152.0,152.0
2006-11-03,88.95,168.0
2006-11-04,89.95,169.0
2006-11-05,110.42,150.0
2006-11-06,119.42,159.0
2006-11-07,276.17,197.0
2006-11-08,253.47,214.0
2006-11-09,324.63,206.0
2006-11-10,236.47,197.0
2006-11-11,78.48,197.0
2006-11-12,78.37,197.0
2006-11-13,79.37,198.0
2006-11-14,38.9,197.0
2006-11-15,79.37,198.0
2006-11-16,39.9,198.0
2006-11-17,39.78,198.0
2006-11-18,79.48,198.0
2006-11-19,19.95,99.0
2006-11-20,78.37,197.0
2006-11-21,80.37,199.0
2006-11-22,80.37,199.0
2006-11-23,81.48,200.0
2006-11-24,80.37,199.0
2006-11-25,81.37,200.0
2006-11-26,148.53,188.0
2006-11-27,159.42,199.0
2006-11-28,159.42,199.0
2006-11-29,199.0,199.0
2006-11-30,196.0,196.0
2006-12-01,357.22,199.0
2006-12-02,396.69,199.0
2006-12-03,300.52,182.0
2006-12-04,396.69,199.0
2006-12-05,168.53,208.0
2006-12-06,152.95,232.0
2006-12-07,152.83,232.0
2006-12-08,1065.32,235.0
2006-12-09,1165.26,256.0
2006-12-10,629.77,291.0
2006-12-11,334.29,291.0
2006-12-12,277.0,277.0
2006-12-13,333.4,290.0
2006-12-14,327.29,284.0
2006-12-15,468.15,295.0
2006-12-16,338.29,295.0
2006-12-17,234.71,278.0
2006-12-18,278.0,278.0
2006-12-19,323.29,280.0
2006-12-20,247.71,291.0
2006-12-21,161.14,291.0
2006-12-22,204.43,291.0
2006-12-23,205.31,292.0
2006-12-24,213.71,257.0
2006-12-25,119.14,249.0
2006-12-26,239.71,283.0
2006-12-27,172.66,295.0
2006-12-28,98.31,296.0
2006-12-29,169.37,288.0
2006-12-30,177.48,296.0
2006-12-31,161.37,280.0
2007-01-01,296.0,296.0
2007-01-02,296.0,296.0
2007-01-03,91.31,289.0
2007-01-04,160.37,279.0
2007-01-05,172.37,291.0
2007-01-06,262.0,262.0
2007-01-07,660.95,226.0
2007-01-08,422.69,225.0
2007-01-09,319.05,240.0
2007-01-10,260.0,260.0
2007-01-11,261.0,261.0
2007-01-12,158.0,158.0
2007-01-13,198.47,159.0
2007-01-14,198.58,159.0
2007-01-15,198.58,159.0
2007-01-16,202.47,163.0
2007-01-17,212.0,212.0
2007-01-18,214.0,214.0
2007-01-19,135.95,215.0
2007-01-20,215.0,215.0
2007-01-21,215.0,215.0
2007-01-22,135.95,215.0
2007-01-23,141.42,181.0
2007-01-24,422.74,146.0
2007-01-25,263.63,145.0
2007-01-26,187.29,144.0
2007-01-27,317.15,144.0
2007-01-28,317.26,144.0
2007-01-29,447.01,144.0
2007-01-30,663.56,144.0
2007-01-31,663.44,144.0
2007-02-01,555.7,166.0
2007-02-02,452.72,193.0
2007-02-03,403.26,230.0
2007-02-04,213.71,257.0
2007-02-05,720.87,288.0
2007-02-06,374.57,288.0
2007-02-07,719.99,287.0
2007-02-08,330.29,287.0
2007-02-09,400.31,276.0
2007-02-10,274.0,274.0
2007-02-11,319.63,279.0
2007-02-12,314.51,274.0
2007-02-13,409.64,288.0
2007-02-14,1171.29,239.0
2007-02-15,448.15,286.0
2007-02-16,316.51,276.0
2007-02-17,488.66,286.0
2007-02-18,814.97,288.0
2007-02-19,649.81,285.0
2007-02-20,429.15,267.0
2007-02-21,325.51,285.0
2007-02-22,367.02,286.0
2007-02-23,393.64,272.0
2007-02-24,324.51,284.0
2007-02-25,323.51,283.0
2007-02-26,204.98,286.0
2007-02-27,286.0,286.0
2007-02-28,477.66,275.0
2007-03-01,272.0,272.0
2007-03-02,324.51,284.0
2007-03-03,224.49,265.0
2007-03-04,162.36,284.0
2007-03-05,241.0,241.0
2007-03-06,133.0,133.0
2007-03-07,133.0,133.0
2007-03-08,190.62,150.0
2007-03-09,150.0,150.0
2007-03-10,150.0,150.0
2007-03-11,103.38,144.0
2007-03-12,148.0,148.0
2007-03-13,147.0,147.0
2007-03-14,148.0,148.0
2007-03-15,150.0,150.0
2007-03-16,150.0,150.0
2007-03-17,474.31,150.0
2007-03-18,756.99,149.0
2007-03-19,353.86,149.0
2007-03-20,273.77,149.0
2007-03-21,648.19,149.0
2007-03-22,897.61,149.0
2007-03-23,496.2,205.0
2007-03-24,534.2,243.0
2007-03-25,282.0,282.0
2007-03-26,199.78,283.0
2007-03-27,241.45,283.0
2007-03-28,158.12,283.0
2007-03-29,158.23,283.0
2007-03-30,158.23,283.0
2007-03-31,125.23,250.0
2007-04-01,129.78,213.0
2007-04-02,164.45,206.0
2007-04-03,121.78,205.0
2007-04-04,121.78,205.0
2007-04-05,164.45,206.0
2007-04-06,164.45,206.0
2007-04-07,132.33,174.0
2007-04-08,175.0,175.0
2007-04-09,183.0,183.0
2007-04-10,107.78,191.0
2007-04-11,149.45,191.0
2007-04-12,107.78,191.0
2007-04-13,107.9,191.0
2007-04-14,107.78,191.0
2007-04-15,107.78,191.0
2007-04-16,107.78,191.0
2007-04-17,91.78,175.0
2007-04-18,132.45,174.0
2007-04-19,90.78,174.0
2007-04-20,90.9,174.0
2007-04-21,132.33,174.0
2007-04-22,90.78,174.0
2007-04-23,64.94,147.0
2007-04-24,25.36,147.0
2007-04-25,65.98,147.0
2007-04-26,66.87,148.0
2007-04-27,229.13,148.0
2007-04-28,466.39,140.0
2007-04-29,223.22,140.0
2007-04-30,140.0,140.0
2007-05-01,131.0,131.0
2007-05-02,90.33,132.0
2007-05-03,47.78,131.0
2007-05-04,48.94,131.0
2007-05-05,50.87,132.0
2007-05-06,50.98,132.0
2007-05-07,10.36,132.0
2007-05-08,50.98,132.0
2007-05-09,47.87,129.0
2007-05-10,50.98,132.0
2007-05-11,91.49,132.0
2007-05-12,91.49,132.0
2007-05-13,50.87,132.0
2007-05-14,50.98,132.0
2007-05-15,91.37,132.0
2007-05-16,92.49,133.0
2007-05-17,92.49,133.0
2007-05-18,50.98,132.0
2007-05-19,50.87,132.0
2007-05-20,91.49,132.0
2007-05-21,49.87,131.0
2007-05-22,50.98,132.0
2007-05-23,90.49,131.0
2007-05-24,90.49,131.0
2007-05-25,49.87,131.0
2007-05-26,91.49,132.0
2007-05-27,53.87,135.0
2007-05-28,52.98,134.0
2007-05-29,52.98,134.0
2007-05-30,93.38,134.0
2007-05-31,52.98,134.0
2007-06-01,52.87,134.0
2007-06-02,93.49,134.0
2007-06-03,93.49,134.0
2007-06-04,52.98,134.0
2007-06-05,51.87,133.0
2007-06-06,91.49,132.0
2007-06-07,91.49,132.0
2007-06-08,50.87,132.0
2007-06-09,133.0,133.0
2007-06-10,134.0,134.0
2007-06-11,93.49,134.0
2007-06-12,52.98,134.0
2007-06-13,52.87,134.0
2007-06-14,52.98,134.0
2007-06-15,52.87,134.0
2007-06-16,134.0,134.0
2007-06-17,50.98,132.0
2007-06-18,51.87,133.0
2007-06-19,51.98,133.0
2007-06-20,51.98,133.0
2007-06-21,51.87,133.0
2007-06-22,51.98,133.0
2007-06-23,51.87,133.0
2007-06-24,51.98,133.0
2007-06-25,51.87,133.0
2007-06-26,92.49,133.0
2007-06-27,92.49,133.0
2007-06-28,51.87,133.0
2007-06-29,51.98,133.0
2007-06-30,51.98,133.0
2007-07-01,90.37,131.0
2007-07-02,51.98,133.0
2007-07-03,51.87,133.0
2007-07-04,51.98,133.0
2007-07-05,89.71,133.0
2007-07-06,133.0,133.0
2007-07-07,89.71,133.0
2007-07-08,88.71,132.0
2007-07-09,45.43,132.0
2007-07-10,45.43,132.0
2007-07-11,45.43,132.0
2007-07-12,89.6,133.0
2007-07-13,46.43,133.0
2007-07-14,89.71,133.0
2007-07-15,46.43,133.0
2007-07-16,89.71,133.0
2007-07-17,89.71,133.0
2007-07-18,90.71,134.0
2007-07-19,47.43,134.0
2007-07-20,47.43,134.0
2007-07-21,47.43,134.0
2007-07-22,47.31,134.0
2007-07-23,47.43,134.0
2007-07-24,47.43,134.0
2007-07-25,47.43,134.0
2007-07-26,47.43,134.0
2007-07-27,47.43,134.0
2007-07-28,90.71,134.0
2007-07-29,90.71,134.0
2007-07-30,47.43,134.0
2007-07-31,47.43,134.0
2007-08-01,48.31,135.0
2007-08-02,48.43,135.0
2007-08-03,49.43,136.0
2007-08-04,50.43,137.0
2007-08-05,50.43,137.0
2007-08-06,50.43,137.0
2007-08-07,48.43,135.0
2007-08-08,49.43,136.0
2007-08-09,49.31,136.0
2007-08-10,49.43,136.0
2007-08-11,48.43,135.0
2007-08-12,47.43,134.0
2007-08-13,49.43,136.0
2007-08-14,49.43,136.0
2007-08-15,6.14,136.0
2007-08-16,6.02,136.0
2007-08-17,6.14,136.0
2007-08-18,6.14,136.0
2007-08-19,6.14,136.0
2007-08-20,49.43,136.0
2007-08-21,48.43,135.0
2007-08-22,43.43,130.0
2007-08-23,48.31,135.0
2007-08-24,47.43,134.0
2007-08-25,50.43,137.0
2007-08-26,49.43,136.0
2007-08-27,53.13,136.0
2007-08-28,17.48,136.0
2007-08-29,57.95,137.0
2007-08-30,18.37,137.0
2007-08-31,18.37,137.0
2007-09-01,17.37,136.0
2007-09-02,19.48,138.0
2007-09-03,57.83,137.0
2007-09-04,18.48,137.0
2007-09-05,57.95,137.0
2007-09-06,49.83,129.0
2007-09-07,48.95,128.0
2007-09-08,49.95,129.0
2007-09-09,49.95,129.0
2007-09-10,51.95,131.0
2007-09-11,49.95,129.0
2007-09-12,49.83,129.0
2007-09-13,48.95,128.0
2007-09-14,48.95,128.0
2007-09-15,48.95,128.0
2007-09-16,48.95,128.0
2007-09-17,48.95,128.0
2007-09-18,48.83,128.0
2007-09-19,48.95,128.0
2007-09-20,48.95,128.0
2007-09-21,48.95,128.0
2007-09-22,48.95,128.0
2007-09-23,48.95,128.0
2007-09-24,48.95,128.0
2007-09-25,88.42,128.0
2007-09-26,88.42,128.0
2007-09-27,88.53,128.0
2007-09-28,88.42,128.0
2007-09-29,48.95,128.0
2007-09-30,48.95,128.0
2007-10-01,48.95,128.0
2007-10-02,48.95,128.0
2007-10-03,48.83,128.0
2007-10-04,10.48,129.0
2007-10-05,10.37,129.0
2007-10-06,9.37,128.0
2007-10-07,9.37,128.0
2007-10-08,9.48,128.0
2007-10-09,10.37,129.0
2007-10-10,128.0,128.0
2007-10-11,48.95,128.0
2007-10-12,42.95,122.0
2007-10-13,49.45,127.0
2007-10-14,50.96,127.0
2007-10-15,51.07,127.0
2007-10-16,45.96,122.0
2007-10-17,90.04,128.0
2007-10-18,128.0,128.0
2007-10-19,128.0,128.0
2007-10-20,89.04,127.0
2007-10-21,88.92,127.0
2007-10-22,90.04,128.0
2007-10-23,51.96,128.0
2007-10-24,127.0,127.0
2007-10-25,204.04,128.0
2007-10-26,164.96,127.0
2007-10-27,90.04,128.0
2007-10-28,50.96,127.0
2007-10-29,52.07,128.0
2007-10-30,90.04,128.0
2007-10-31,52.96,129.0
2007-11-01,87.04,125.0
2007-11-02,85.92,124.0
2007-11-03,54.07,130.0
2007-11-04,52.96,129.0
2007-11-05,92.04,130.0
2007-11-06,92.04,130.0
2007-11-07,91.92,130.0
2007-11-08,129.0,129.0
2007-11-09,130.0,130.0
2007-11-10,168.08,130.0
2007-11-11,167.96,130.0
2007-11-12,167.96,130.0
2007-11-13,130.0,130.0
2007-11-14,92.04,130.0
2007-11-15,130.0,130.0
2007-11-16,92.04,130.0
2007-11-17,130.0,130.0
2007-11-18,130.0,130.0
2007-11-19,91.92,130.0
2007-11-20,54.07,130.0
2007-11-21,86.04,124.0
2007-11-22,91.92,130.0
2007-11-23,167.08,129.0
2007-11-24,129.0,129.0
2007-11-25,280.97,129.0
2007-11-26,736.87,129.0
2007-11-27,357.01,129.0
2007-11-28,204.93,129.0
2007-11-29,206.04,130.0
2007-11-30,169.58,130.0
2007-12-01,248.52,130.0
2007-12-02,209.17,130.0
2007-12-03,203.05,124.0
2007-12-04,282.1,124.0
2007-12-05,327.69,130.0
2007-12-06,446.32,130.0
2007-12-07,327.57,130.0
2007-12-08,326.69,129.0
2007-12-09,326.69,129.0
2007-12-10,168.58,129.0
2007-12-11,129.0,129.0
2007-12-12,153.0,153.0
2007-12-13,158.42,198.0
2007-12-14,118.95,198.0
2007-12-15,158.53,198.0
2007-12-16,153.0,153.0
2007-12-17,201.47,162.0
2007-12-18,120.53,160.0
2007-12-19,163.0,163.0
2007-12-20,401.15,164.0
2007-12-21,322.1,164.0
2007-12-22,716.47,163.0
2007-12-23,432.74,156.0
2007-12-24,439.85,163.0
2007-12-25,140.42,180.0
2007-12-26,157.42,197.0
2007-12-27,200.58,161.0
2007-12-28,327.1,169.0
2007-12-29,248.05,169.0
2007-12-30,191.58,152.0
2007-12-31,192.58,153.0
2008-01-01,327.1,169.0
2008-01-02,248.05,169.0
2008-01-03,220.58,181.0
2008-01-04,132.95,212.0
2008-01-05,192.42,232.0
2008-01-06,152.95,232.0
2008-01-07,114.37,233.0
2008-01-08,175.42,215.0
2008-01-09,136.95,216.0
2008-01-10,198.0,198.0
2008-01-11,411.27,174.0
2008-01-12,470.2,154.0
2008-01-13,217.17,138.0
2008-01-14,253.52,135.0
2008-01-15,428.78,137.0
2008-01-16,440.12,137.0
2008-01-17,223.57,137.0
2008-01-18,180.29,137.0
2008-01-19,434.01,131.0
2008-01-20,483.41,137.0
2008-01-21,656.56,137.0
2008-01-22,525.58,136.0
2008-01-23,655.56,136.0
2008-01-24,785.42,136.0
2008-01-25,920.28,141.0
2008-01-26,464.45,167.0
2008-01-27,477.8,194.0
2008-01-28,787.48,220.0
2008-01-29,566.31,242.0
2008-01-30,668.32,263.0
2008-01-31,688.32,283.0
2008-02-01,751.0,305.0
2008-02-02,601.0,317.0
2008-02-03,657.31,333.0
2008-02-04,708.81,344.0
2008-02-05,1551.99,319.0
2008-02-06,1068.18,361.0
2008-02-07,656.09,365.0
2008-02-08,424.22,341.0
2008-02-09,503.77,379.0
2008-02-10,416.67,375.0
2008-02-11,250.12,375.0
2008-02-12,374.0,374.0
2008-02-13,249.23,374.0
2008-02-14,331.0,331.0
2008-02-15,339.67,298.0
2008-02-16,388.77,264.0
2008-02-17,231.0,231.0
2008-02-18,258.0,258.0
2008-02-19,214.33,256.0
2008-02-20,172.9,256.0
2008-02-21,339.1,256.0
2008-02-22,297.67,256.0
2008-02-23,283.55,242.0
2008-02-24,254.0,254.0
2008-02-25,280.0,280.0
2008-02-26,495.99,288.0
2008-02-27,524.99,317.0
2008-02-28,252.45,294.0
2008-02-29,424.77,300.0
2008-03-01,315.33,357.0
2008-03-02,385.67,344.0
2008-03-03,207.23,332.0
2008-03-04,365.1,282.0
2008-03-05,370.67,329.0
2008-03-06,238.23,363.0
2008-03-07,269.78,353.0
2008-03-08,404.55,363.0
2008-03-09,312.45,354.0
2008-03-10,279.78,363.0
2008-03-11,280.78,364.0
2008-03-12,239.23,364.0
2008-03-13,322.45,364.0
2008-03-14,364.0,364.0
2008-03-15,236.23,361.0
2008-03-16,305.33,347.0
2008-03-17,388.67,347.0
2008-03-18,263.78,347.0
2008-03-19,304.33,346.0
2008-03-20,386.67,345.0
2008-03-21,257.78,341.0
2008-03-22,306.45,348.0
2008-03-23,414.55,373.0
2008-03-24,341.55,300.0
2008-03-25,361.22,278.0
2008-03-26,368.22,285.0
2008-03-27,285.0,285.0
2008-03-28,206.78,290.0
2008-03-29,248.45,290.0
2008-03-30,290.0,290.0
2008-03-31,165.23,290.0
2008-04-01,123.56,290.0
2008-04-02,872.41,290.0
2008-04-03,770.52,313.0
2008-04-04,599.09,308.0
2008-04-05,271.45,313.0
2008-04-06,229.78,313.0
2008-04-07,216.78,300.0
2008-04-08,188.23,313.0
2008-04-09,188.23,313.0
2008-04-10,188.23,313.0
2008-04-11,171.23,296.0
2008-04-12,171.23,296.0
2008-04-13,147.56,314.0
2008-04-14,173.23,298.0
2008-04-15,207.45,249.0
2008-04-16,164.33,206.0
2008-04-17,190.0,190.0
2008-04-18,190.0,190.0
2008-04-19,273.0,190.0
2008-04-20,258.0,175.0
2008-04-21,300.0,175.0
2008-04-22,175.0,175.0
2008-04-23,175.0,175.0
2008-04-24,133.0,175.0
2008-04-25,175.0,175.0
2008-04-26,133.0,175.0
2008-04-27,174.0,174.0
2008-04-28,133.0,175.0
2008-04-29,175.0,175.0
2008-04-30,258.0,175.0
2008-05-01,217.0,175.0
2008-05-02,133.0,175.0
2008-05-03,92.0,175.0
2008-05-04,92.0,175.0
2008-05-05,111.0,194.0
2008-05-06,91.0,174.0
2008-05-07,152.0,194.0
2008-05-08,127.0,210.0
2008-05-09,127.0,210.0
2008-05-10,169.0,211.0
2008-05-11,141.0,224.0
2008-05-12,153.0,195.0
2008-05-13,147.0,189.0
2008-05-14,131.0,173.0
2008-05-15,173.0,173.0
2008-05-16,114.0,156.0
2008-05-17,114.0,156.0
2008-05-18,85.0,168.0
2008-05-19,153.0,153.0
2008-05-20,105.45,147.0
2008-05-21,105.33,147.0
2008-05-22,105.45,147.0
2008-05-23,64.78,148.0
2008-05-24,105.45,147.0
2008-05-25,105.33,147.0
2008-05-26,63.78,147.0
2008-05-27,105.45,147.0
2008-05-28,63.78,147.0
2008-05-29,63.9,147.0
2008-05-30,188.55,147.0
2008-05-31,106.45,148.0
2008-06-01,64.78,148.0
2008-06-02,105.33,147.0
2008-06-03,147.0,147.0
2008-06-04,102.45,144.0
2008-06-05,63.98,145.0
2008-06-06,106.37,147.0
2008-06-07,148.0,148.0
2008-06-08,106.49,147.0
2008-06-09,65.98,147.0
2008-06-10,65.87,147.0
2008-06-11,25.47,147.0
2008-06-12,65.87,147.0
2008-06-13,107.49,148.0
2008-06-14,107.49,148.0
2008-06-15,105.49,146.0
2008-06-16,106.37,147.0
2008-06-17,25.47,147.0
2008-06-18,107.37,148.0
2008-06-19,66.98,148.0
2008-06-20,66.98,148.0
2008-06-21,66.87,148.0
2008-06-22,66.98,148.0
2008-06-23,66.87,148.0
2008-06-24,66.98,148.0
2008-06-25,66.87,148.0
2008-06-26,26.47,148.0
2008-06-27,43.87,125.0
2008-06-28,107.49,148.0
2008-06-29,73.98,155.0
2008-06-30,68.87,150.0
2008-07-01,58.98,140.0
2008-07-02,86.37,127.0
2008-07-03,50.98,132.0
2008-07-04,91.49,132.0
2008-07-05,53.87,135.0
2008-07-06,67.98,149.0
2008-07-07,75.98,157.0
2008-07-08,83.87,165.0
2008-07-09,79.98,161.0
2008-07-10,42.36,164.0
2008-07-11,42.36,164.0
2008-07-12,42.47,164.0
2008-07-13,42.36,164.0
2008-07-14,83.98,165.0
2008-07-15,82.87,164.0
2008-07-16,82.98,164.0
2008-07-17,35.36,157.0
2008-07-18,29.36,151.0
2008-07-19,19.47,141.0
2008-07-20,92.37,133.0
2008-07-21,92.49,133.0
2008-07-22,51.98,133.0
2008-07-23,51.87,133.0
2008-07-24,52.98,134.0
2008-07-25,52.87,134.0
2008-07-26,46.98,128.0
2008-07-27,46.43,133.0
2008-07-28,89.71,133.0
2008-07-29,46.43,133.0
2008-07-30,48.43,135.0
2008-07-31,48.43,135.0
2008-08-01,92.6,136.0
2008-08-02,50.43,137.0
2008-08-03,49.43,136.0
2008-08-04,49.43,136.0
2008-08-05,49.43,136.0
2008-08-06,92.71,136.0
2008-08-07,49.43,136.0
2008-08-08,49.43,136.0
2008-08-09,49.43,136.0
2008-08-10,49.31,136.0
2008-08-11,49.43,136.0
2008-08-12,49.43,136.0
2008-08-13,92.71,136.0
2008-08-14,92.71,136.0
2008-08-15,92.71,136.0
2008-08-16,92.71,136.0
2008-08-17,49.43,136.0
2008-08-18,16.14,146.0
2008-08-19,13.02,143.0
2008-08-20,49.43,136.0
2008-08-21,136.0,136.0
2008-08-22,49.43,136.0
2008-08-23,49.43,136.0
2008-08-24,7.14,137.0
2008-08-25,7.14,137.0
2008-08-26,7.14,137.0
2008-08-27,7.02,137.0
2008-08-28,7.14,137.0
2008-08-29,7.14,137.0
2008-08-30,4.14,134.0
2008-08-31,7.14,137.0
2008-09-01,10.02,140.0
2008-09-02,50.43,137.0
2008-09-03,42.43,129.0
2008-09-04,50.43,137.0
2008-09-05,50.43,137.0
2008-09-06,50.43,137.0
2008-09-07,44.43,131.0
2008-09-08,50.43,137.0
2008-09-09,50.43,137.0
2008-09-10,49.31,136.0
2008-09-11,50.43,137.0
2008-09-12,50.43,137.0
2008-09-13,50.43,137.0
2008-09-14,19.37,138.0
2008-09-15,19.48,138.0
2008-09-16,19.37,138.0
2008-09-17,23.37,142.0
2008-09-18,19.37,138.0
2008-09-19,61.95,141.0
2008-09-20,58.95,138.0
2008-09-21,57.95,137.0
2008-09-22,29.37,148.0
2008-09-23,27.37,146.0
2008-09-24,25.48,144.0
2008-09-25,67.83,147.0
2008-09-26,107.53,147.0
2008-09-27,67.95,147.0
2008-09-28,67.95,147.0
2008-09-29,67.83,147.0
2008-09-30,36.48,155.0
2008-10-01,36.37,155.0
2008-10-02,37.37,156.0
2008-10-03,76.95,156.0
2008-10-04,76.95,156.0
2008-10-05,76.95,156.0
2008-10-06,76.95,156.0
2008-10-07,76.83,156.0
2008-10-08,76.95,156.0
2008-10-09,115.53,155.0
2008-10-10,76.95,156.0
2008-10-11,77.0,156.0
2008-10-12,77.0,156.0
2008-10-13,77.0,156.0
2008-10-14,77.0,156.0
2008-10-15,77.0,156.0
2008-10-16,77.0,156.0
2008-10-17,30.0,149.0
2008-10-18,37.0,156.0
2008-10-19,38.0,157.0
2008-10-20,77.0,156.0
2008-10-21,79.0,158.0
2008-10-22,78.0,157.0
