,A19086,D19086
2011-05-13,95.47,136.0
2011-05-14,94.47,135.0
2011-05-15,94.46,135.0
2011-05-16,94.47,135.0
2011-05-17,68.94,150.0
2011-05-18,53.92,135.0
2011-05-19,53.94,135.0
2011-05-20,57.94,139.0
2011-05-21,55.92,137.0
2011-05-22,55.94,137.0
2011-05-23,55.92,137.0
2011-05-24,54.94,136.0
2011-05-25,53.94,135.0
2011-05-26,53.92,135.0
2011-05-27,53.94,135.0
2011-05-28,53.92,135.0
2011-05-29,53.94,135.0
2011-05-30,53.94,135.0
2011-05-31,53.92,135.0
2011-06-01,94.47,135.0
2011-06-02,94.47,135.0
2011-06-03,98.47,139.0
2011-06-04,54.92,136.0
2011-06-05,54.94,136.0
2011-06-06,53.92,135.0
2011-06-07,53.94,135.0
2011-06-08,55.94,137.0
2011-06-09,95.46,136.0
2011-06-10,95.47,136.0
2011-06-11,95.47,136.0
2011-06-12,95.47,136.0
2011-06-13,95.47,136.0
2011-06-14,99.46,140.0
2011-06-15,62.94,144.0
2011-06-16,57.41,144.0
2011-06-17,57.41,144.0
2011-06-18,57.4,144.0
2011-06-19,59.41,146.0
2011-06-20,58.41,145.0
2011-06-21,58.41,145.0
2011-06-22,58.41,145.0
2011-06-23,58.4,145.0
2011-06-24,58.41,145.0
2011-06-25,58.41,145.0
2011-06-26,58.41,145.0
2011-06-27,58.41,145.0
2011-06-28,58.4,145.0
2011-06-29,59.41,146.0
2011-06-30,57.41,144.0
2011-07-01,58.41,145.0
2011-07-02,58.41,145.0
2011-07-03,58.4,145.0
2011-07-04,58.41,145.0
2011-07-05,49.75,145.0
2011-07-06,67.07,145.0
2011-07-07,60.41,147.0
2011-07-08,59.4,146.0
2011-07-09,40.41,127.0
2011-07-10,40.41,127.0
2011-07-11,40.41,127.0
2011-07-12,40.41,127.0
2011-07-13,40.4,127.0
2011-07-14,83.71,127.0
2011-07-15,40.41,127.0
2011-07-16,40.4,127.0
2011-07-17,42.41,129.0
2011-07-18,42.41,129.0
2011-07-19,42.41,129.0
2011-07-20,42.41,129.0
2011-07-21,42.4,129.0
2011-07-22,42.41,129.0
2011-07-23,42.41,129.0
2011-07-24,43.41,130.0
2011-07-25,43.41,130.0
2011-07-26,43.4,130.0
2011-07-27,43.41,130.0
2011-07-28,43.41,130.0
2011-07-29,43.41,130.0
2011-07-30,43.41,130.0
2011-07-31,43.4,130.0
2011-08-01,43.41,130.0
2011-08-02,43.41,130.0
2011-08-03,43.41,130.0
2011-08-04,43.41,130.0
2011-08-05,47.16,130.0
2011-08-06,51.94,131.0
2011-08-07,12.39,131.0
2011-08-08,51.94,131.0
2011-08-09,51.93,131.0
2011-08-10,51.93,131.0
2011-08-11,51.94,131.0
2011-08-12,59.93,139.0
2011-08-13,50.94,130.0
2011-08-14,49.93,129.0
2011-08-15,49.93,129.0
2011-08-16,49.94,129.0
2011-08-17,49.93,129.0
2011-08-18,49.94,129.0
2011-08-19,50.93,130.0
2011-08-20,50.93,130.0
2011-08-21,50.94,130.0
2011-08-22,50.93,130.0
2011-08-23,51.94,131.0
2011-08-24,51.93,131.0
2011-08-25,51.93,131.0
2011-08-26,51.94,131.0
2011-08-27,51.93,131.0
2011-08-28,51.94,131.0
2011-08-29,51.93,131.0
2011-08-30,51.93,131.0
2011-08-31,51.94,131.0
2011-09-01,51.93,131.0
2011-09-02,51.94,131.0
2011-09-03,51.93,131.0
2011-09-04,51.93,131.0
2011-09-05,50.94,130.0
2011-09-06,54.93,134.0
2011-09-07,50.94,130.0
2011-09-08,50.93,130.0
2011-09-09,51.93,131.0
2011-09-10,51.94,131.0
2011-09-11,51.93,131.0
2011-09-12,44.03,131.0
2011-09-13,59.83,131.0
2011-09-14,44.02,131.0
2011-09-15,51.94,131.0
2011-09-16,59.83,131.0
2011-09-17,44.03,131.0
2011-09-18,51.93,131.0
2011-09-19,59.83,131.0
2011-09-20,43.03,130.0
2011-09-21,50.93,130.0
2011-09-22,20.31,131.0
2011-09-23,46.87,132.0
2011-09-24,55.02,131.0
2011-09-25,61.6,130.0
2011-09-26,47.41,131.0
2011-09-27,55.01,131.0
2011-09-28,98.6,129.0
2011-09-29,47.41,131.0
2011-09-30,60.01,136.0
2011-10-01,64.6,133.0
2011-10-02,48.42,132.0
2011-10-03,56.0,132.0
2011-10-04,62.6,131.0
2011-10-05,93.01,131.0
2011-10-06,47.41,131.0
2011-10-07,55.01,131.0
2011-10-08,93.01,131.0
2011-10-09,61.6,130.0
2011-10-10,47.41,131.0
2011-10-11,56.01,132.0
2011-10-12,63.6,132.0
2011-10-13,86.41,132.0
2011-10-14,94.01,132.0
2011-10-15,132.0,132.0
2011-10-16,169.99,132.0
2011-10-17,177.59,132.0
2011-10-18,132.0,132.0
2011-10-19,86.41,132.0
2011-10-20,94.01,132.0
2011-10-21,94.0,132.0
2011-10-22,93.0,131.0
2011-10-23,144.6,137.0
2011-10-24,54.0,130.0
2011-10-25,55.02,131.0
2011-10-26,93.0,131.0
2011-10-27,93.0,131.0
2011-10-28,55.02,131.0
2011-10-29,101.0,139.0
2011-10-30,63.0,139.0
2011-10-31,94.0,132.0
2011-11-01,55.02,131.0
2011-11-02,91.0,129.0
2011-11-03,57.0,133.0
2011-11-04,57.02,133.0
2011-11-05,57.0,133.0
2011-11-06,57.02,133.0
2011-11-07,57.0,133.0
2011-11-08,56.0,132.0
2011-11-09,56.02,132.0
2011-11-10,57.0,133.0
2011-11-11,57.02,133.0
2011-11-12,57.0,133.0
2011-11-13,57.0,133.0
2011-11-14,95.01,133.0
2011-11-15,170.99,133.0
2011-11-16,208.0,132.0
2011-11-17,171.0,133.0
2011-11-18,132.0,132.0
2011-11-19,95.0,133.0
2011-11-20,94.0,132.0
2011-11-21,56.02,132.0
2011-11-22,100.0,138.0
2011-11-23,399.96,134.0
2011-11-24,285.99,134.0
2011-11-25,134.0,134.0
2011-11-26,133.0,133.0
2011-11-27,58.0,134.0
2011-11-28,96.0,134.0
2011-11-29,59.02,135.0
2011-11-30,62.0,138.0
2011-12-01,59.0,135.0
2011-12-02,59.02,135.0
2011-12-03,61.0,137.0
2011-12-04,58.02,134.0
2011-12-05,58.0,134.0
2011-12-06,58.0,134.0
2011-12-07,59.02,135.0
2011-12-08,96.0,134.0
2011-12-09,134.0,134.0
2011-12-10,135.0,135.0
2011-12-11,134.0,134.0
2011-12-12,97.0,135.0
2011-12-13,58.02,134.0
2011-12-14,98.0,136.0
2011-12-15,136.0,136.0
2011-12-16,174.0,136.0
2011-12-17,136.0,136.0
2011-12-18,173.99,136.0
2011-12-19,174.0,136.0
2011-12-20,174.0,136.0
2011-12-21,363.97,136.0
2011-12-22,362.97,135.0
2011-12-23,514.95,135.0
2011-12-24,362.96,135.0
2011-12-25,248.99,135.0
2011-12-26,173.0,135.0
2011-12-27,135.0,135.0
2011-12-28,135.0,135.0
2011-12-29,135.0,135.0
2011-12-30,135.0,135.0
2011-12-31,210.98,135.0
2012-01-01,400.97,135.0
2012-01-02,475.96,134.0
2012-01-03,284.98,133.0
2012-01-04,96.0,134.0
2012-01-05,133.0,133.0
2012-01-06,210.0,134.0
2012-01-07,436.96,133.0
2012-01-08,702.93,133.0
2012-01-09,474.97,133.0
2012-01-10,285.52,132.0
2012-01-11,328.67,131.0
2012-01-12,1000.76,131.0
2012-01-13,1198.44,131.0
2012-01-14,1355.58,130.0
2012-01-15,1288.59,129.0
2012-01-16,721.82,159.0
2012-01-17,472.77,213.0
2012-01-18,344.59,258.0
2012-01-19,261.0,261.0
2012-01-20,217.7,261.0
2012-01-21,217.71,261.0
2012-01-22,304.29,261.0
2012-01-23,260.0,260.0
2012-01-24,464.47,248.0
2012-01-25,556.07,253.0
2012-01-26,770.53,251.0
2012-01-27,641.64,252.0
2012-01-28,334.59,248.0
2012-01-29,510.77,251.0
2012-01-30,340.59,254.0
2012-01-31,308.3,265.0
2012-02-01,332.59,246.0
2012-02-02,374.88,245.0
2012-02-03,294.29,251.0
2012-02-04,214.71,258.0
2012-02-05,214.7,258.0
2012-02-06,172.41,259.0
2012-02-07,172.41,259.0
2012-02-08,152.41,239.0
2012-02-09,172.7,216.0
2012-02-10,214.3,171.0
2012-02-11,239.59,153.0
2012-02-12,196.29,153.0
2012-02-13,385.47,169.0
2012-02-14,298.88,169.0
2012-02-15,342.18,169.0
2012-02-16,472.06,169.0
2012-02-17,336.65,169.0
2012-02-18,250.08,169.0
2012-02-19,208.53,168.0
2012-02-20,169.0,169.0
2012-02-21,209.53,169.0
2012-02-22,127.47,168.0
2012-02-23,169.0,169.0
2012-02-24,169.0,169.0
2012-02-25,169.0,169.0
2012-02-26,249.06,168.0
2012-02-27,493.28,169.0
2012-02-28,370.67,168.0
2012-02-29,258.06,177.0
2012-03-01,250.08,169.0
2012-03-02,289.6,168.0
2012-03-03,208.54,168.0
2012-03-04,179.53,139.0
2012-03-05,162.0,162.0
2012-03-06,202.53,162.0
2012-03-07,244.06,163.0
2012-03-08,171.0,171.0
2012-03-09,211.54,171.0
2012-03-10,204.0,204.0
2012-03-11,181.46,222.0
2012-03-12,79.33,282.0
2012-03-13,143.4,265.0
2012-03-14,96.33,299.0
2012-03-15,221.47,262.0
2012-03-16,214.0,214.0
2012-03-17,139.46,180.0
2012-03-18,218.08,137.0
2012-03-19,330.67,128.0
2012-03-20,209.06,128.0
2012-03-21,168.53,128.0
2012-03-22,168.54,128.0
2012-03-23,168.53,128.0
2012-03-24,128.0,128.0
2012-03-25,127.0,127.0
2012-03-26,128.0,128.0
2012-03-27,128.0,128.0
2012-03-28,128.0,128.0
2012-03-29,128.0,128.0
2012-03-30,127.0,127.0
2012-03-31,128.0,128.0
2012-04-01,128.0,128.0
2012-04-02,128.0,128.0
2012-04-03,87.47,128.0
2012-04-04,128.0,128.0
2012-04-05,128.0,128.0
2012-04-06,87.46,128.0
2012-04-07,128.0,128.0
2012-04-08,128.0,128.0
2012-04-09,87.47,128.0
2012-04-10,128.0,128.0
2012-04-11,86.47,127.0
2012-04-12,128.0,128.0
2012-04-13,128.0,128.0
2012-04-14,87.47,128.0
2012-04-15,128.0,128.0
2012-04-16,128.0,128.0
2012-04-17,87.47,128.0
2012-04-18,87.46,128.0
2012-04-19,128.0,128.0
2012-04-20,128.0,128.0
2012-04-21,87.47,128.0
2012-04-22,128.0,128.0
2012-04-23,87.47,128.0
2012-04-24,87.47,128.0
2012-04-25,87.47,128.0
2012-04-26,87.46,128.0
2012-04-27,128.0,128.0
2012-04-28,128.0,128.0
2012-04-29,87.47,128.0
2012-04-30,87.47,128.0
2012-05-01,128.0,128.0
2012-05-02,87.47,128.0
2012-05-03,46.92,128.0
2012-05-04,87.47,128.0
2012-05-05,87.47,128.0
2012-05-06,35.94,117.0
2012-05-07,77.46,118.0
2012-05-08,86.47,127.0
2012-05-09,86.47,127.0
2012-05-10,86.47,127.0
2012-05-11,87.47,128.0
2012-05-12,127.0,127.0
2012-05-13,208.06,127.0
2012-05-14,330.67,128.0
2012-05-15,208.06,127.0
2012-05-16,127.0,127.0
2012-05-17,127.0,127.0
2012-05-18,86.47,127.0
2012-05-19,86.47,127.0
2012-05-20,46.94,128.0
2012-05-21,87.46,128.0
2012-05-22,168.54,128.0
2012-05-23,128.0,128.0
2012-05-24,128.0,128.0
2012-05-25,87.46,128.0
2012-05-26,87.47,128.0
2012-05-27,88.47,129.0
2012-05-28,86.47,127.0
2012-05-29,127.0,127.0
2012-05-30,87.47,128.0
2012-05-31,87.46,128.0
2012-06-01,87.47,128.0
2012-06-02,87.47,128.0
2012-06-03,84.7,128.0
2012-06-04,84.71,128.0
2012-06-05,84.7,128.0
2012-06-06,84.71,128.0
2012-06-07,84.7,128.0
2012-06-08,84.7,128.0
2012-06-09,83.71,127.0
2012-06-10,75.7,119.0
2012-06-11,58.71,102.0
2012-06-12,58.7,102.0
2012-06-13,51.7,95.0
2012-06-14,75.71,119.0
2012-06-15,83.7,127.0
2012-06-16,41.41,128.0
2012-06-17,84.7,128.0
2012-06-18,83.71,127.0
2012-06-19,40.41,127.0
2012-06-20,82.7,126.0
2012-06-21,82.7,126.0
2012-06-22,82.71,126.0
2012-06-23,82.7,126.0
2012-06-24,86.71,130.0
2012-06-25,83.7,127.0
2012-06-26,40.41,127.0
2012-06-27,83.7,127.0
2012-06-28,83.71,127.0
2012-06-29,40.4,127.0
2012-06-30,83.71,127.0
2012-07-01,41.41,128.0
2012-07-02,41.4,128.0
2012-07-03,41.41,128.0
2012-07-04,84.71,128.0
2012-07-05,40.4,127.0
2012-07-06,41.41,128.0
2012-07-07,40.41,127.0
2012-07-08,41.41,128.0
2012-07-09,41.41,128.0
2012-07-10,41.4,128.0
2012-07-11,41.41,128.0
2012-07-12,41.41,128.0
2012-07-13,41.41,128.0
2012-07-14,41.41,128.0
2012-07-15,41.4,128.0
2012-07-16,41.41,128.0
2012-07-17,41.41,128.0
2012-07-18,41.41,128.0
2012-07-19,41.41,128.0
2012-07-20,41.4,128.0
2012-07-21,41.41,128.0
2012-07-22,41.41,128.0
2012-07-23,41.41,128.0
2012-07-24,41.41,128.0
2012-07-25,41.4,128.0
2012-07-26,41.41,128.0
2012-07-27,41.41,128.0
2012-07-28,41.41,128.0
2012-07-29,41.41,128.0
2012-07-30,42.4,129.0
2012-07-31,41.41,128.0
2012-08-01,42.41,129.0
2012-08-02,42.41,129.0
2012-08-03,42.41,129.0
2012-08-04,46.16,129.0
2012-08-05,10.4,129.0
2012-08-06,49.93,129.0
2012-08-07,49.94,129.0
2012-08-08,49.93,129.0
2012-08-09,10.4,129.0
2012-08-10,49.93,129.0
2012-08-11,49.93,129.0
2012-08-12,49.94,129.0
2012-08-13,10.39,129.0
2012-08-14,49.94,129.0
2012-08-15,49.93,129.0
2012-08-16,49.94,129.0
2012-08-17,49.93,129.0
2012-08-18,11.4,130.0
2012-08-19,50.93,130.0
2012-08-20,50.93,130.0
2012-08-21,9.4,128.0
2012-08-22,48.93,128.0
2012-08-23,48.94,128.0
2012-08-24,55.93,135.0
2012-08-25,11.4,130.0
2012-08-26,11.39,130.0
2012-08-27,50.94,130.0
2012-08-28,55.93,135.0
2012-08-29,51.94,131.0
2012-08-30,50.93,130.0
2012-08-31,12.4,131.0
2012-09-01,51.93,131.0
2012-09-02,50.93,130.0
2012-09-03,51.94,131.0
2012-09-04,51.93,131.0
2012-09-05,12.4,131.0
2012-09-06,51.93,131.0
2012-09-07,51.94,131.0
2012-09-08,51.93,131.0
2012-09-09,51.93,131.0
2012-09-10,49.94,129.0
2012-09-11,13.39,132.0
2012-09-12,52.94,132.0
2012-09-13,53.93,133.0
2012-09-14,52.94,132.0
2012-09-15,53.93,133.0
2012-09-16,13.4,132.0
2012-09-17,52.93,132.0
2012-09-18,55.0,131.0
2012-09-19,55.02,131.0
2012-09-20,55.0,131.0
2012-09-21,55.02,131.0
2012-09-22,55.0,131.0
2012-09-23,55.0,131.0
2012-09-24,55.02,131.0
2012-09-25,94.0,132.0
2012-09-26,128.0,128.0
2012-09-27,50.0,126.0
2012-09-28,55.02,131.0
2012-09-29,55.0,131.0
2012-09-30,55.02,131.0
2012-10-01,55.0,131.0
2012-10-02,56.0,132.0
2012-10-03,56.02,132.0
2012-10-04,56.0,132.0
2012-10-05,94.0,132.0
2012-10-06,94.01,132.0
2012-10-07,93.0,131.0
2012-10-08,55.0,131.0
2012-10-09,55.02,131.0
2012-10-10,94.0,132.0
2012-10-11,18.01,132.0
2012-10-12,18.02,132.0
2012-10-13,93.0,131.0
2012-10-14,56.02,132.0
2012-10-15,57.0,133.0
2012-10-16,94.0,132.0
2012-10-17,95.0,133.0
2012-10-18,18.02,132.0
2012-10-19,57.0,133.0
2012-10-20,57.02,133.0
2012-10-21,57.0,133.0
2012-10-22,18.02,132.0
2012-10-23,56.0,132.0
2012-10-24,18.02,132.0
2012-10-25,56.0,132.0
2012-10-26,56.02,132.0
2012-10-27,56.0,132.0
2012-10-28,18.02,132.0
2012-10-29,56.0,132.0
2012-10-30,57.0,133.0
2012-10-31,171.0,133.0
2012-11-01,57.02,133.0
2012-11-02,57.0,133.0
2012-11-03,94.0,132.0
2012-11-04,95.0,133.0
2012-11-05,95.01,133.0
2012-11-06,95.0,133.0
2012-11-07,171.0,133.0
2012-11-08,170.99,133.0
2012-11-09,133.0,133.0
2012-11-10,95.01,133.0
2012-11-11,95.0,133.0
2012-11-12,95.0,133.0
2012-11-13,95.0,133.0
2012-11-14,93.0,131.0
2012-11-15,93.01,131.0
2012-11-16,168.99,131.0
2012-11-17,93.01,131.0
2012-11-18,93.0,131.0
2012-11-19,99.0,137.0
2012-11-20,135.0,135.0
2012-11-21,97.0,135.0
2012-11-22,173.0,135.0
2012-11-23,135.0,135.0
2012-11-24,400.97,135.0
2012-11-25,323.98,134.0
2012-11-26,247.98,134.0
2012-11-27,135.0,135.0
2012-11-28,135.0,135.0
2012-11-29,134.0,134.0
2012-11-30,133.0,133.0
2012-12-01,245.98,132.0
2012-12-02,209.0,133.0
2012-12-03,208.0,132.0
2012-12-04,169.99,132.0
2012-12-05,132.0,132.0
2012-12-06,133.0,133.0
2012-12-07,132.0,132.0
2012-12-08,94.01,132.0
2012-12-09,95.0,133.0
2012-12-10,94.0,132.0
2012-12-11,99.0,137.0
2012-12-12,172.0,134.0
2012-12-13,247.98,134.0
2012-12-14,134.0,134.0
2012-12-15,122.0,122.0
2012-12-16,133.0,133.0
2012-12-17,133.0,133.0
2012-12-18,133.0,133.0
2012-12-19,133.0,133.0
2012-12-20,133.0,133.0
2012-12-21,94.01,132.0
2012-12-22,95.0,133.0
2012-12-23,133.0,133.0
2012-12-24,94.0,132.0
2012-12-25,95.0,133.0
2012-12-26,94.0,132.0
2012-12-27,94.01,132.0
2012-12-28,95.0,133.0
2012-12-29,95.0,133.0
2012-12-30,95.0,133.0
2012-12-31,133.0,133.0
2013-01-01,94.0,132.0
2013-01-02,95.01,133.0
2013-01-03,57.0,133.0
2013-01-04,100.0,138.0
2013-01-05,96.0,134.0
2013-01-06,95.01,133.0
2013-01-07,95.0,133.0
2013-01-08,95.0,133.0
2013-01-09,56.0,132.0
2013-01-10,133.0,133.0
2013-01-11,246.99,133.0
2013-01-12,245.98,132.0
2013-01-13,208.0,132.0
2013-01-14,1271.86,132.0
2013-01-15,1118.88,131.0
2013-01-16,700.93,131.0
2013-01-17,319.98,130.0
2013-01-18,205.98,130.0
2013-01-19,168.0,130.0
2013-01-20,243.98,130.0
2013-01-21,364.13,130.0
2013-01-22,485.81,130.0
2013-01-23,401.75,125.0
2013-01-24,212.07,133.0
2013-01-25,407.74,131.0
2013-01-26,802.09,130.0
2013-01-27,1117.37,129.0
2013-01-28,1038.29,129.0
2013-01-29,1015.62,129.0
2013-01-30,1426.82,128.0
2013-01-31,1167.05,128.0
2013-02-01,951.59,129.0
2013-02-02,808.67,127.0
2013-02-03,694.49,127.0
2013-02-04,409.74,126.0
2013-02-05,369.21,126.0
2013-02-06,402.21,159.0
2013-02-07,401.67,199.0
2013-02-08,784.96,258.0
2013-02-09,663.28,339.0
2013-02-10,651.8,287.0
2013-02-11,550.67,348.0
2013-02-12,492.61,371.0
2013-02-13,370.0,370.0
2013-02-14,329.47,370.0
2013-02-15,332.47,373.0
2013-02-16,251.39,373.0
2013-02-17,211.86,374.0
2013-02-18,210.86,373.0
2013-02-19,170.33,373.0
2013-02-20,211.87,374.0
2013-02-21,210.86,373.0
2013-02-22,171.33,374.0
2013-02-23,181.86,344.0
2013-02-24,137.33,340.0
2013-02-25,128.79,372.0
2013-02-26,119.79,363.0
2013-02-27,147.86,310.0
2013-02-28,314.53,274.0
2013-03-01,278.53,238.0
2013-03-02,279.08,198.0
2013-03-03,363.67,161.0
2013-03-04,288.13,126.0
2013-03-05,247.61,126.0
2013-03-06,288.14,126.0
2013-03-07,207.06,126.0
2013-03-08,207.08,126.0
2013-03-09,207.06,126.0
2013-03-10,207.06,126.0
2013-03-11,167.54,127.0
2013-03-12,166.53,126.0
2013-03-13,126.0,126.0
2013-03-14,166.53,126.0
2013-03-15,247.61,126.0
2013-03-16,207.06,126.0
2013-03-17,287.14,125.0
2013-03-18,450.27,126.0
2013-03-19,490.81,126.0
2013-03-20,406.75,123.0
2013-03-21,326.67,124.0
2013-03-22,310.13,148.0
2013-03-23,334.08,253.0
2013-03-24,260.0,260.0
2013-03-25,424.31,259.0
2013-03-26,674.95,259.0
2013-03-27,346.19,263.0
2013-03-28,477.97,270.0
2013-03-29,645.35,271.0
2013-03-30,712.55,255.0
2013-03-31,659.17,368.0
2013-04-01,374.21,499.0
2013-04-02,251.62,418.0
2013-04-03,177.22,302.0
2013-04-04,342.59,301.0
2013-04-05,421.79,297.0
2013-04-06,287.0,287.0
2013-04-07,244.0,244.0
2013-04-08,215.81,299.0
2013-04-09,227.4,269.0
2013-04-10,311.6,270.0
2013-04-11,270.0,270.0
2013-04-12,237.0,237.0
2013-04-13,195.4,237.0
2013-04-14,161.0,161.0
2013-04-15,168.6,127.0
2013-04-16,117.0,117.0
2013-04-17,157.6,116.0
2013-04-18,117.0,117.0
2013-04-19,117.0,117.0
2013-04-20,118.0,118.0
2013-04-21,118.0,118.0
2013-04-22,118.0,118.0
2013-04-23,76.0,118.0
2013-04-24,118.0,118.0
2013-04-25,118.0,118.0
2013-04-26,118.0,118.0
2013-04-27,76.0,118.0
2013-04-28,118.0,118.0
2013-04-29,117.0,117.0
2013-04-30,117.0,117.0
2013-05-01,75.0,117.0
2013-05-02,117.0,117.0
2013-05-03,117.0,117.0
2013-05-04,75.0,117.0
2013-05-05,118.0,118.0
2013-05-06,76.4,118.0
2013-05-07,93.4,135.0
2013-05-08,75.4,117.0
2013-05-09,75.41,117.0
2013-05-10,75.4,117.0
2013-05-11,75.4,117.0
2013-05-12,75.4,117.0
2013-05-13,75.4,117.0
2013-05-14,75.41,117.0
2013-05-15,75.4,117.0
2013-05-16,75.4,117.0
2013-05-17,75.4,117.0
2013-05-18,75.4,117.0
2013-05-19,75.41,117.0
2013-05-20,75.4,117.0
2013-05-21,75.4,117.0
2013-05-22,75.4,117.0
2013-05-23,75.4,117.0
2013-05-24,75.41,117.0
2013-05-25,75.4,117.0
2013-05-26,75.4,117.0
2013-05-27,75.4,117.0
2013-05-28,82.4,124.0
2013-05-29,76.41,118.0
2013-05-30,75.4,117.0
2013-05-31,75.4,117.0
2013-06-01,117.0,117.0
2013-06-02,117.0,117.0
2013-06-03,118.0,118.0
2013-06-04,118.0,118.0
2013-06-05,108.0,108.0
2013-06-06,118.0,118.0
2013-06-07,117.0,117.0
2013-06-08,117.0,117.0
2013-06-09,75.4,117.0
2013-06-10,75.4,117.0
2013-06-11,75.41,117.0
2013-06-12,75.4,117.0
2013-06-13,75.4,117.0
2013-06-14,75.4,117.0
2013-06-15,75.4,117.0
2013-06-16,75.41,117.0
2013-06-17,75.4,117.0
2013-06-18,73.08,139.0
2013-06-19,68.36,117.0
2013-06-20,68.35,117.0
2013-06-21,60.25,117.0
2013-06-22,68.36,117.0
2013-06-23,61.25,118.0
2013-06-24,69.35,118.0
2013-06-25,60.25,117.0
2013-06-26,68.36,117.0
2013-06-27,68.36,117.0
2013-06-28,68.35,117.0
2013-06-29,68.36,117.0
2013-06-30,60.25,117.0
2013-07-01,69.36,118.0
2013-07-02,69.35,118.0
2013-07-03,60.25,117.0
2013-07-04,69.36,118.0
2013-07-05,69.36,118.0
2013-07-06,61.24,118.0
2013-07-07,77.46,118.0
2013-07-08,36.94,118.0
2013-07-09,36.94,118.0
2013-07-10,77.46,118.0
2013-07-11,36.94,118.0
2013-07-12,36.94,118.0
2013-07-13,36.92,118.0
2013-07-14,77.47,118.0
2013-07-15,36.94,118.0
2013-07-16,36.92,118.0
2013-07-17,36.94,118.0
2013-07-18,77.47,118.0
2013-07-19,36.92,118.0
2013-07-20,36.94,118.0
2013-07-21,36.94,118.0
2013-07-22,77.47,118.0
2013-07-23,73.46,114.0
2013-07-24,44.94,126.0
2013-07-25,35.94,117.0
2013-07-26,40.92,122.0
2013-07-27,2.4,124.0
2013-07-28,36.92,118.0
2013-07-29,36.94,118.0
2013-07-30,36.92,118.0
2013-07-31,35.94,117.0
2013-08-01,36.94,118.0
2013-08-02,48.92,130.0
2013-08-03,37.94,119.0
2013-08-04,37.92,119.0
2013-08-05,37.94,119.0
2013-08-06,37.94,119.0
2013-08-07,37.92,119.0
2013-08-08,37.94,119.0
2013-08-09,37.92,119.0
2013-08-10,37.94,119.0
2013-08-11,37.94,119.0
2013-08-12,37.92,119.0
2013-08-13,37.94,119.0
2013-08-14,37.92,119.0
2013-08-15,39.94,121.0
2013-08-16,38.94,120.0
2013-08-17,38.92,120.0
2013-08-18,48.17,132.0
2013-08-19,36.41,123.0
2013-08-20,32.41,119.0
2013-08-21,32.41,119.0
2013-08-22,32.41,119.0
2013-08-23,32.4,119.0
2013-08-24,33.41,120.0
2013-08-25,33.41,120.0
2013-08-26,33.41,120.0
2013-08-27,32.41,119.0
2013-08-28,32.4,119.0
2013-08-29,32.41,119.0
2013-08-30,32.41,119.0
2013-08-31,31.41,118.0
2013-09-01,33.41,120.0
2013-09-02,33.4,120.0
2013-09-03,34.41,121.0
2013-09-04,36.41,123.0
2013-09-05,36.41,123.0
2013-09-06,78.7,122.0
2013-09-07,79.71,123.0
2013-09-08,77.7,121.0
2013-09-09,38.41,125.0
2013-09-10,40.41,127.0
2013-09-11,32.4,119.0
2013-09-12,32.41,119.0
2013-09-13,32.41,119.0
2013-09-14,33.41,120.0
2013-09-15,41.07,119.0
2013-09-16,42.06,120.0
2013-09-17,42.07,120.0
2013-09-18,42.07,120.0
2013-09-19,42.06,120.0
2013-09-20,42.07,120.0
2013-09-21,33.41,120.0
2013-09-22,76.7,120.0
2013-09-23,33.41,120.0
2013-09-24,33.41,120.0
2013-09-25,33.41,120.0
2013-09-26,33.41,120.0
2013-09-27,33.4,120.0
2013-09-28,33.41,120.0
2013-09-29,33.41,120.0
2013-09-30,33.41,120.0
2013-10-01,34.41,121.0
2013-10-02,39.4,126.0
2013-10-03,43.41,130.0
2013-10-04,43.41,130.0
2013-10-05,43.41,130.0
2013-10-06,86.7,130.0
2013-10-07,86.71,130.0
2013-10-08,43.4,130.0
2013-10-09,43.41,130.0
2013-10-10,43.41,130.0
2013-10-11,50.93,130.0
2013-10-12,90.47,130.0
2013-10-13,130.0,130.0
2013-10-14,130.0,130.0
2013-10-15,90.46,130.0
2013-10-16,90.46,130.0
2013-10-17,91.46,131.0
2013-10-18,91.46,131.0
2013-10-19,55.94,135.0
2013-10-20,49.93,129.0
2013-10-21,46.94,126.0
2013-10-22,51.93,131.0
2013-10-23,50.93,130.0
2013-10-24,49.94,129.0
2013-10-25,49.93,129.0
2013-10-26,49.94,129.0
2013-10-27,47.93,127.0
2013-10-28,88.46,128.0
2013-10-29,90.46,130.0
2013-10-30,90.47,130.0
2013-10-31,90.46,130.0
2013-11-01,90.46,130.0
2013-11-02,90.46,130.0
2013-11-03,91.46,131.0
2013-11-04,95.47,135.0
2013-11-05,210.06,131.0
2013-11-06,210.07,131.0
2013-11-07,210.06,131.0
2013-11-08,131.0,131.0
2013-11-09,50.94,130.0
2013-11-10,51.93,131.0
2013-11-11,51.94,131.0
2013-11-12,90.46,130.0
2013-11-13,91.46,131.0
2013-11-14,91.46,131.0
2013-11-15,90.46,130.0
2013-11-16,131.0,131.0
2013-11-17,210.07,131.0
2013-11-18,210.07,131.0
2013-11-19,169.53,130.0
2013-11-20,131.0,131.0
2013-11-21,130.0,130.0
2013-11-22,131.0,131.0
2013-11-23,130.0,130.0
2013-11-24,131.0,131.0
2013-11-25,131.0,131.0
2013-11-26,210.07,131.0
2013-11-27,209.07,130.0
2013-11-28,130.0,130.0
2013-11-29,97.46,137.0
